"UnitCode","Year","Visits"
"SEQU",1984,67021513
"SEQU",1985,64133658
"SEQU",1986,72175810
"SEQU",1987,78594159
"SEQU",1988,69923425
"SEQU",1989,72000237
"SEQU",1990,73117906
"SEQU",1991,77612465
"SEQU",1992,66155127
"SEQU",1993,75248690
"SEQU",1994,72283198
"SEQU",1995,59436966
"SEQU",1996,56818377
"SEQU",1997,70418626
"SEQU",1998,59389456
"SEQU",1999,59839006
"SEQU",2000,57719868
"SEQU",2001,60028374
"SEQU",2002,62522299
"SEQU",2003,66021332
"SEQU",2004,66892241
"SEQU",2005,67459393
"SEQU",2006,63539140
"SEQU",2007,65645770
"SEQU",2008,61989518
"SEQU",2009,64708444
"SEQU",2010,68559144
"SEQU",2011,68491478
"SEQU",2012,75444464
"SEQU",2013,61576470
"SEQU",2014,69726392
"SEQU",2015,73055259
"SEQU",2016,83854894
"SEQU",2017,87286103
"SEQU",2018,80381017
"SEQU",2019,83570691
"SEQU",2020,51225245
"SEQU",2021,66088062
"SEQU",2022,76496294
"SEQU",2023,66943676
"SEQU",2024,85755741
"SHEN",1979,29549267
"SHEN",1980,31858737
"SHEN",1981,40459994
"SHEN",1982,43337564
"SHEN",1983,42746730
"SHEN",1984,44752272
"SHEN",1985,46530014
"SHEN",1986,46107483
"SHEN",1987,44227957
"SHEN",1988,48049082
"SHEN",1989,35478018
"SHEN",1990,33087488
"SHEN",1991,36516157
"SHEN",1992,43577203
"SHEN",1993,47847747
"SHEN",1994,46938092
"SHEN",1995,32996634
"SHEN",1996,24178413
"SHEN",1997,25417850
"SHEN",1998,24279574
"SHEN",1999,22559391
"SHEN",2000,23678907
"SHEN",2001,24778844
"SHEN",2002,22490195
"SHEN",2003,19730464
"SHEN",2004,21145768
"SHEN",2005,21324704
"SHEN",2006,19898523
"SHEN",2007,21874567
"SHEN",2008,21925269
"SHEN",2009,22207318
"SHEN",2010,23553329
"SHEN",2011,22310399
"SHEN",2012,22600780
"SHEN",2013,20315622
"SHEN",2014,22318898
"SHEN",2015,24607447
"SHEN",2016,26134636
"SHEN",2017,26356154
"SHEN",2018,23955269
"SHEN",2019,24909830
"SHEN",2020,23149851
"SHEN",2021,27361233
"SHEN",2022,24201586
"SHEN",2023,25808601
"SHEN",2024,25101627
"SHIL",1979,2694696
"SHIL",1980,2507938
"SHIL",1981,2607654
"SHIL",1982,2247070
"SHIL",1983,2230002
"SHIL",1984,2287422
"SHIL",1985,2460206
"SHIL",1986,2637794
"SHIL",1987,2819150
"SHIL",1988,3065586
"SHIL",1989,2722900
"SHIL",1990,2728138
"SHIL",1991,3046140
"SHIL",1992,3044518
"SHIL",1993,2399816
"SHIL",1994,2369584
"SHIL",1995,2146086
"SHIL",1996,2104664
"SHIL",1997,2287978
"SHIL",1998,2097440
"SHIL",1999,2264592
"SHIL",2000,1742190
"SHIL",2001,2285706
"SHIL",2002,2469056
"SHIL",2003,2437284
"SHIL",2004,1927600
"SHIL",2005,1984216
"SHIL",2006,2144348
"SHIL",2007,2306924
"SHIL",2008,2153832
"SHIL",2009,2517330
"SHIL",2010,1882912
"SHIL",2011,2192086
"SHIL",2012,3351028
"SHIL",2013,3015473
"SHIL",2014,2354852
"SHIL",2015,2191891
"SHIL",2016,2501234
"SHIL",2017,2596831
"SHIL",2018,2233159
"SHIL",2019,2131786
"SHIL",2020,2148825
"SHIL",2021,2116513
"SHIL",2022,2240350
"SHIL",2023,2187806
"SHIL",2024,2248615
"SITK",1979,227612
"SITK",1980,227166
"SITK",1981,271438
"SITK",1982,272796
"SITK",1983,264856
"SITK",1984,337730
"SITK",1985,363472
"SITK",1986,345392
"SITK",1987,296900
"SITK",1988,309866
"SITK",1989,317934
"SITK",1990,382886
"SITK",1991,421638
"SITK",1992,441948
"SITK",1993,367862
"SITK",1994,406148
"SITK",1995,770342
"SITK",1996,1100134
"SITK",1997,866108
"SITK",1998,515620
"SITK",1999,637714
"SITK",2000,595630
"SITK",2001,586232
"SITK",2002,939712
"SITK",2003,810634
"SITK",2004,959966
"SITK",2005,942320
"SITK",2006,1070510
"SITK",2007,985290
"SITK",2008,779914
"SITK",2009,799310
"SITK",2010,613630
"SITK",2011,605624
"SITK",2012,633992
"SITK",2013,519272
"SITK",2014,507312
"SITK",2015,597928
"SITK",2016,703886
"SITK",2017,626788
"SITK",2018,634748
"SITK",2019,749214
"SITK",2020,403258
"SITK",2021,325112
"SITK",2022,431206
"SITK",2023,584376
"SITK",2024,992298
"SLBE",1979,7492623
"SLBE",1980,10108601
"SLBE",1981,11375575
"SLBE",1982,10241463
"SLBE",1983,9817390
"SLBE",1984,10417273
"SLBE",1985,11652000
"SLBE",1986,9662418
"SLBE",1987,14270944
"SLBE",1988,14781731
"SLBE",1989,15525565
"SLBE",1990,14557207
"SLBE",1991,14790735
"SLBE",1992,15213616
"SLBE",1993,15107898
"SLBE",1994,15544467
"SLBE",1995,15647999
"SLBE",1996,14839622
"SLBE",1997,15561539
"SLBE",1998,16887083
"SLBE",1999,17761007
"SLBE",2000,16161261
"SLBE",2001,14096288
"SLBE",2002,16280743
"SLBE",2003,15878111
"SLBE",2004,15352800
"SLBE",2005,16353758
"SLBE",2006,16174681
"SLBE",2007,15810752
"SLBE",2008,14312133
"SLBE",2009,15870637
"SLBE",2010,17151071
"SLBE",2011,18467681
"SLBE",2012,19969838
"SLBE",2013,17766259
"SLBE",2014,18360762
"SLBE",2015,19125409
"SLBE",2016,21338948
"SLBE",2017,21804581
"SLBE",2018,21108393
"SLBE",2019,20954539
"SLBE",2020,20075641
"SLBE",2021,22941896
"SLBE",2022,20864997
"SLBE",2023,21175494
"SLBE",2024,21918311
"SPAR",1979,37006
"SPAR",1980,103254
"SPAR",1981,114966
"SPAR",1982,108804
"SPAR",1983,93756
"SPAR",1984,104712
"SPAR",1985,96740
"SPAR",1986,109854
"SPAR",1987,82230
"SPAR",1988,0
"SPAR",1989,28386
"SPAR",1990,99204
"SPAR",1991,101886
"SPAR",1992,93780
"SPAR",1993,75144
"SPAR",1994,93078
"SPAR",1995,189432
"SPAR",1996,113946
"SPAR",1997,96000
"SPAR",1998,91482
"SPAR",1999,97500
"SPAR",2000,143922
"SPAR",2001,162264
"SPAR",2002,220074
"SPAR",2003,178880
"SPAR",2004,200350
"SPAR",2005,86332
"SPAR",2006,102684
"SPAR",2007,81290
"SPAR",2008,104142
"SPAR",2009,106676
"SPAR",2010,101252
"SPAR",2011,96970
"SPAR",2012,101860
"SPAR",2013,106696
"SPAR",2014,123570
"SPAR",2015,130952
"SPAR",2016,134602
"SPAR",2017,150652
"SPAR",2018,120628
"SPAR",2019,125874
"SPAR",2020,6192
"SPAR",2021,81336
"SPAR",2022,86926
"SPAR",2023,94268
"SPAR",2024,95540
"STEA",1989,607058
"STEA",1990,676264
"STEA",1991,582928
"STEA",1992,828482
"STEA",1993,774130
"STEA",1994,650918
"STEA",1995,1057770
"STEA",1996,844858
"STEA",1997,914140
"STEA",1998,926374
"STEA",1999,891046
"STEA",2000,802110
"STEA",2001,642182
"STEA",2002,638836
"STEA",2003,574282
"STEA",2004,532172
"STEA",2005,440160
"STEA",2006,305898
"STEA",2007,353638
"STEA",2008,355620
"STEA",2009,628558
"STEA",2010,705702
"STEA",2011,741418
"STEA",2012,638496
"STEA",2013,490556
"STEA",2014,456342
"STEA",2015,516309
"STEA",2016,615239
"STEA",2017,571414
"STEA",2018,518841
"STEA",2019,552802
"STEA",2020,149662
"STEA",2021,262114
"STEA",2022,366559
"STEA",2023,329914
"STEA",2024,346817
"STGE",2024,70632
"STLI",1979,7645522
"STLI",1980,8076682
"STLI",1981,8731764
"STLI",1982,8284370
"STLI",1983,7424640
"STLI",1984,2940254
"STLI",1985,855774
"STLI",1986,15389536
"STLI",1987,24741488
"STLI",1988,22667392
"STLI",1989,21246376
"STLI",1990,24577480
"STLI",1991,34744136
"STLI",1992,33267632
"STLI",1993,32896024
"STLI",1994,34022584
"STLI",1995,33957800
"STLI",1996,35952608
"STLI",1997,37907104
"STLI",1998,41605064
"STLI",1999,42960120
"STLI",2000,44077648
"STLI",2001,34543984
"STLI",2002,27268480
"STLI",2003,25849976
"STLI",2004,28944424
"STLI",2005,33884760
"STLI",2006,35899442
"STLI",2007,37183266
"STLI",2008,39107690
"STLI",2009,42124320
"STLI",2010,42166174
"STLI",2011,41249806
"STLI",2012,33323872
"STLI",2013,20718986
"STLI",2014,46186968
"STLI",2015,47069218
"STLI",2016,49517016
"STLI",2017,48861864
"STLI",2018,47689748
"STLI",2019,46645070
"STLI",2020,6340356
"STLI",2021,17121304
"STLI",2022,34553342
"STLI",2023,41135678
"STLI",2024,40942322
"STON",2017,415460
"STON",2018,2038696
"STON",2019,8271040
"STON",2020,0
"STON",2021,280000
"STON",2022,6401326
"STON",2023,3157568
"STON",2024,8854756
"STRI",1979,425006
"STRI",1980,359408
"STRI",1981,346114
"STRI",1982,470588
"STRI",1983,463300
"STRI",1984,411316
"STRI",1985,651018
"STRI",1986,697178
"STRI",1987,534144
"STRI",1988,696366
"STRI",1989,693784
"STRI",1990,697034
"STRI",1991,804226
"STRI",1992,875764
"STRI",1993,1030348
"STRI",1994,776810
"STRI",1995,1129506
"STRI",1996,1143872
"STRI",1997,634766
"STRI",1998,836802
"STRI",1999,840246
"STRI",2000,804268
"STRI",2001,820922
"STRI",2002,825998
"STRI",2003,903604
"STRI",2004,914422
"STRI",2005,944294
"STRI",2006,868442
"STRI",2007,865342
"STRI",2008,870564
"STRI",2009,828738
"STRI",2010,819798
"STRI",2011,815802
"STRI",2012,1081526
"STRI",2013,1069376
"STRI",2014,1120448
"STRI",2015,1079164
"STRI",2016,1694666
"STRI",2017,1336910
"STRI",2018,1436194
"STRI",2019,1368050
"STRI",2020,1368553
"STRI",2021,1699244
"STRI",2022,1937988
"STRI",2023,1577909
"STRI",2024,2165022
"SUCR",1979,1396319
"SUCR",1980,1405251
"SUCR",1981,1588155
"SUCR",1982,1561289
"SUCR",1983,2625107
"SUCR",1984,2773687
"SUCR",1985,2803593
"SUCR",1986,2772685
"SUCR",1987,2681138
"SUCR",1988,2315148
"SUCR",1989,2197030
"SUCR",1990,2199428
"SUCR",1991,2344568
"SUCR",1992,2794054
"SUCR",1993,2344424
"SUCR",1994,2380512
"SUCR",1995,2227278
"SUCR",1996,924566
"SUCR",1997,876800
"SUCR",1998,823118
"SUCR",1999,856388
"SUCR",2000,787944
"SUCR",2001,749850
"SUCR",2002,709980
"SUCR",2003,747822
"SUCR",2004,603094
"SUCR",2005,1066606
"SUCR",2006,1028322
"SUCR",2007,1075342
"SUCR",2008,974290
"SUCR",2009,875280
"SUCR",2010,746680
"SUCR",2011,865686
"SUCR",2012,832062
"SUCR",2013,863879
"SUCR",2014,827246
"SUCR",2015,851906
"SUCR",2016,303039
"SUCR",2017,569534
"SUCR",2018,502615
"SUCR",2019,519696
"SUCR",2020,442755
"SUCR",2021,660257
"SUCR",2022,297120
"SUCR",2023,398826
"SUCR",2024,361662
"TAPR",1998,113964
"TAPR",1999,130716
"TAPR",2000,108294
"TAPR",2001,108894
"TAPR",2002,98310
"TAPR",2003,100572
"TAPR",2004,91686
"TAPR",2005,105690
"TAPR",2006,163560
"TAPR",2007,138000
"TAPR",2008,120450
"TAPR",2009,142278
"TAPR",2010,132282
"TAPR",2011,107358
"TAPR",2012,113508
"TAPR",2013,96768
"TAPR",2014,106656
"TAPR",2015,177348
"TAPR",2016,176268
"TAPR",2017,184638
"TAPR",2018,166290
"TAPR",2019,202500
"TAPR",2020,174054
"TAPR",2021,210006
"TAPR",2022,148770
"TAPR",2023,172656
"TAPR",2024,179730
"THIS",1979,409842
"THIS",1980,336824
"THIS",1981,331958
"THIS",1982,328328
"THIS",1983,311042
"THIS",1984,289592
"THIS",1985,289764
"THIS",1986,270804
"THIS",1987,188932
"THIS",1988,204218
"THIS",1989,806612
"THIS",1990,237586
"THIS",1991,283692
"THIS",1992,207110
"THIS",1993,268564
"THIS",1994,370804
"THIS",1995,500402
"THIS",1996,738584
"THIS",1997,726984
"THIS",1998,737750
"THIS",1999,1055216
"THIS",2000,1001250
"THIS",2001,1064160
"THIS",2002,974370
"THIS",2003,963828
"THIS",2004,807652
"THIS",2005,626516
"THIS",2006,578610
"THIS",2007,615396
"THIS",2008,611262
"THIS",2009,792722
"THIS",2010,649784
"THIS",2011,771058
"THIS",2012,838630
"THIS",2013,910560
"THIS",2014,820394
"THIS",2015,894548
"THIS",2016,920412
"THIS",2017,941894
"THIS",2018,848400
"THIS",2019,848400
"THIS",2020,860140
"THIS",2021,948884
"THIS",2022,960400
"THIS",2023,857096
"THIS",2024,979746
"THKO",1981,28052
"THKO",1982,19240
"THKO",1983,17596
"THKO",1984,17632
"THKO",1985,18568
"THKO",1986,18026
"THKO",1987,19642
"THKO",1988,18110
"THKO",1989,18726
"THKO",1990,16054
"THKO",1991,14472
"THKO",1992,13756
"THKO",1993,11402
"THKO",1994,17884
"THKO",1995,18984
"THKO",1996,18152
"THKO",1997,17232
"THKO",1998,14980
"THKO",1999,15326
"THKO",2000,21224
"THKO",2001,19308
"THKO",2002,15978
"THKO",2003,11688
"THKO",2004,11716
"THKO",2005,10272
"THKO",2006,9980
"THKO",2007,11584
"THKO",2008,9798
"THKO",2009,8396
"THKO",2010,7222
"THKO",2011,4874
"THKO",2012,5118
"THKO",2013,4202
"THKO",2014,3686
"THKO",2015,3154
"THKO",2016,6986
"THKO",2017,5732
"THKO",2018,5192
"THKO",2019,4800
"THKO",2020,0
"THKO",2021,0
"THKO",2022,4200
"THKO",2023,5546
"THKO",2024,5838
"THRB",1979,55032
"THRB",1980,79400
"THRB",1981,62668
"THRB",1982,55634
"THRB",1983,54552
"THRB",1984,68020
"THRB",1985,98836
"THRB",1986,92076
"THRB",1987,90570
"THRB",1988,85408
"THRB",1989,63164
"THRB",1990,55408
"THRB",1991,64032
"THRB",1992,92160
"THRB",1993,98950
"THRB",1994,128444
"THRB",1995,137400
"THRB",1996,133870
"THRB",1997,126934
"THRB",1998,105156
"THRB",1999,104326
"THRB",2000,89004
"THRB",2001,53220
"THRB",2002,41418
"THRB",2003,42448
"THRB",2004,51736
"THRB",2005,50230
"THRB",2006,47114
"THRB",2007,58912
"THRB",2008,90142
"THRB",2009,63636
"THRB",2010,64234
"THRB",2011,28376
"THRB",2012,77360
"THRB",2013,76933
"THRB",2014,86816
"THRB",2015,27550
"THRB",2016,26540
"THRB",2017,100887
"THRB",2018,97011
"THRB",2019,107664
"THRB",2020,25242
"THRB",2021,4306
"THRB",2022,34894
"THRB",2023,82506
"THRB",2024,107430
"THRI",1979,72226
"THRI",1980,64354
"THRI",1981,73234
"THRI",1982,69538
"THRI",1983,84100
"THRI",1984,94644
"THRI",1985,98214
"THRI",1986,177356
"THRI",1987,235250
"THRI",1988,301756
"THRI",1989,284438
"THRI",1990,292356
"THRI",1991,220566
"THRI",1992,218688
"THRI",1993,280832
"THRI",1994,279246
"THRI",1995,325904
"THRI",1996,69608
"THRI",1997,80702
"THRI",1998,99748
"THRI",1999,100950
"THRI",2000,101056
"THRI",2001,125946
"THRI",2002,112982
"THRI",2003,105492
"THRI",2004,93652
"THRI",2005,89516
"THRI",2006,87930
"THRI",2007,95332
"THRI",2008,14700
"THRI",2009,76840
"THRI",2010,107632
"THRI",2011,106240
"THRI",2012,114380
"THRI",2013,119394
"THRI",2014,129058
"THRI",2015,145518
"THRI",2016,172498
"THRI",2017,165952
"THRI",2018,164148
"THRI",2019,155736
"THRI",2020,28216
"THRI",2021,77168
"THRI",2022,112852
"THRI",2023,128698
"THRI",2024,178942
"THRO",1979,3226228
"THRO",1980,3414615
"THRO",1981,4052377
"THRO",1982,3718373
"THRO",1983,3511798
"THRO",1984,2909244
"THRO",1985,2964773
"THRO",1986,3113282
"THRO",1987,3347937
"THRO",1988,3065172
"THRO",1989,3412699
"THRO",1990,3644444
"THRO",1991,3687916
"THRO",1992,3660659
"THRO",1993,3759173
"THRO",1994,4160489
"THRO",1995,3674990
"THRO",1996,3676254
"THRO",1997,3288076
"THRO",1998,3477674
"THRO",1999,3495163
"THRO",2000,3367289
"THRO",2001,3276399
"THRO",2002,3480646
"THRO",2003,4172109
"THRO",2004,3994378
"THRO",2005,4168524
"THRO",2006,3575748
"THRO",2007,3709791
"THRO",2008,4022000
"THRO",2009,4845007
"THRO",2010,5223126
"THRO",2011,4785981
"THRO",2012,5771506
"THRO",2013,5404829
"THRO",2014,5325628
"THRO",2015,5601438
"THRO",2016,6876375
"THRO",2017,6549326
"THRO",2018,7019503
"THRO",2019,6834895
"THRO",2020,4489439
"THRO",2021,7620081
"THRO",2022,6603340
"THRO",2023,6942918
"THRO",2024,7264331
"THST",1992,9488
"THST",1993,10774
"THST",1994,14406
"THST",1995,14616
"THST",1996,11842
"THST",1997,18074
"THST",1998,9110
"THST",1999,12118
"THST",2000,13248
"THST",2001,15724
"THST",2002,14476
"THST",2003,14408
"THST",2004,17824
"THST",2005,13506
"THST",2006,15064
"THST",2007,14664
"THST",2008,17164
"THST",2009,18810
"THST",2010,18018
"THST",2011,19058
"THST",2012,19278
"THST",2013,18036
"THST",2014,17530
"THST",2015,17316
"THST",2016,31960
"THST",2017,30752
"THST",2018,24762
"THST",2019,24060
"THST",2020,7056
"THST",2021,11900
"THST",2022,14456
"THST",2023,17268
"THST",2024,13614
"TICA",1979,824756
"TICA",1980,708596
"TICA",1981,690418
"TICA",1982,680244
"TICA",1983,661242
"TICA",1984,793308
"TICA",1985,847900
"TICA",1986,816640
"TICA",1987,900144
"TICA",1988,914652
"TICA",1989,834564
"TICA",1990,747920
"TICA",1991,692348
"TICA",1992,799184
"TICA",1993,695856
"TICA",1994,595432
"TICA",1995,611814
"TICA",1996,752284
"TICA",1997,847264
"TICA",1998,885094
"TICA",1999,914624
"TICA",2000,849154
"TICA",2001,930190
"TICA",2002,846296
"TICA",2003,826856
"TICA",2004,819498
"TICA",2005,792078
"TICA",2006,842482
"TICA",2007,882658
"TICA",2008,941958
"TICA",2009,1053610
"TICA",2010,932054
"TICA",2011,711502
"TICA",2012,874276
"TICA",2013,661348
"TICA",2014,697266
"TICA",2015,768910
"TICA",2016,666332
"TICA",2017,627030
"TICA",2018,758760
"TICA",2019,615408
"TICA",2020,392498
"TICA",2021,720206
"TICA",2022,984534
"TICA",2023,718538
"TICA",2024,706876
"TILL",2024,36954
"TIMU",1992,180414
"TIMU",1993,194292
"TIMU",1994,190018
"TIMU",1995,192096
"TIMU",1996,225716
"TIMU",1997,991156
"TIMU",1998,3282962
"TIMU",1999,3149964
"TIMU",2000,3315720
"TIMU",2001,3833074
"TIMU",2002,3661606
"TIMU",2003,4683602
"TIMU",2004,4083750
"TIMU",2005,5942106
"TIMU",2006,7147106
"TIMU",2007,7137714
"TIMU",2008,7474452
"TIMU",2009,9017762
"TIMU",2010,7904986
"TIMU",2011,7929876
"TIMU",2012,8315220
"TIMU",2013,8163376
"TIMU",2014,8354594
"TIMU",2015,8771042
"TIMU",2016,8323736
"TIMU",2017,8573196
"TIMU",2018,8222448
"TIMU",2019,8437502
"TIMU",2020,7104918
"TIMU",2021,6966384
"TIMU",2022,7711062
"TIMU",2023,7068764
"TIMU",2024,6620678
"TONT",1979,318776
"TONT",1980,277060
"TONT",1981,323114
"TONT",1982,319816
"TONT",1983,325492
"TONT",1984,321054
"TONT",1985,342750
"TONT",1986,380368
"TONT",1987,372994
"TONT",1988,366698
"TONT",1989,282956
"TONT",1990,206144
"TONT",1991,279178
"TONT",1992,273016
"TONT",1993,316640
"TONT",1994,295684
"TONT",1995,311658
"TONT",1996,308970
"TONT",1997,342870
"TONT",1998,340332
"TONT",1999,326374
"TONT",2000,400858
"TONT",2001,459322
"TONT",2002,329666
"TONT",2003,336452
"TONT",2004,359092
"TONT",2005,430966
"TONT",2006,365846
"TONT",2007,324114
"TONT",2008,372116
"TONT",2009,351748
"TONT",2010,350480
"TONT",2011,310120
"TONT",2012,301902
"TONT",2013,234780
"TONT",2014,218986
"TONT",2015,213306
"TONT",2016,213300
"TONT",2017,227458
"TONT",2018,221610
"TONT",2019,159552
"TONT",2020,130044
"TONT",2021,175894
"TONT",2022,174772
"TONT",2023,176324
"TONT",2024,170198
"TUAI",2003,55428
"TUAI",2004,57484
"TUAI",2005,51620
"TUAI",2006,56730
"TUAI",2007,73428
"TUAI",2008,251662
"TUAI",2009,292092
"TUAI",2010,304140
"TUAI",2011,81222
"TUAI",2012,118578
"TUAI",2013,96506
"TUAI",2014,121594
"TUAI",2015,113304
"TUAI",2016,155666
"TUAI",2017,196608
"TUAI",2018,134144
"TUAI",2019,150484
"TUAI",2020,34214
"TUAI",2021,40282
"TUAI",2022,80678
"TUAI",2023,110410
"TUAI",2024,142370
"TUIN",1979,61380
"TUIN",1980,29244
"TUIN",1981,133302
"TUIN",1982,261592
"TUIN",1983,262958
"TUIN",1984,331572
"TUIN",1985,347050
"TUIN",1986,355636
"TUIN",1987,625966
"TUIN",1988,847934
"TUIN",1989,1006552
"TUIN",1990,1379856
"TUIN",1991,1391334
"TUIN",1992,1061862
"TUIN",1993,1123032
"TUIN",1994,2190426
"TUIN",1995,2675366
"TUIN",1996,1700522
"TUIN",1997,272510
"TUIN",1998,296714
"TUIN",1999,309120
"TUIN",2000,332654
"TUIN",2001,208590
"TUIN",2002,305260
"TUIN",2003,344946
"TUIN",2004,279988
"TUIN",2005,399346
"TUIN",2006,421946
"TUIN",2007,472256
"TUIN",2008,232386
"TUIN",2009,136556
"TUIN",2010,121932
"TUIN",2011,125500
"TUIN",2012,131746
"TUIN",2013,286596
"TUIN",2014,103180
"TUIN",2015,84514
"TUIN",2016,92556
"TUIN",2017,116544
"TUIN",2018,221878
"TUIN",2019,182146
"TUIN",2020,22276
"TUIN",2021,16886
"TUIN",2022,29306
"TUIN",2023,28016
"TUIN",2024,30632
"TULE",2023,10390
"TULE",2024,15718
"TUMA",1979,196376
"TUMA",1980,183312
"TUMA",1981,198070
"TUMA",1982,194290
"TUMA",1983,193066
"TUMA",1984,194192
"TUMA",1985,193400
"TUMA",1986,200388
"TUMA",1987,211090
"TUMA",1988,201032
"TUMA",1989,206370
"TUMA",1990,213146
"TUMA",1991,194224
"TUMA",1992,176498
"TUMA",1993,177874
"TUMA",1994,220320
"TUMA",1995,192368
"TUMA",1996,207352
"TUMA",1997,195712
"TUMA",1998,196176
"TUMA",1999,187292
"TUMA",2000,179022
"TUMA",2001,165234
"TUMA",2002,161458
"TUMA",2003,174644
"TUMA",2004,161674
"TUMA",2005,146742
"TUMA",2006,150050
"TUMA",2007,151612
"TUMA",2008,150264
"TUMA",2009,135458
"TUMA",2010,132884
"TUMA",2011,112466
"TUMA",2012,117194
"TUMA",2013,104774
"TUMA",2014,126724
"TUMA",2015,140484
"TUMA",2016,146096
"TUMA",2017,233916
"TUMA",2018,205114
"TUMA",2019,199674
"TUMA",2020,118930
"TUMA",2021,167380
"TUMA",2022,202830
"TUMA",2023,219322
"TUMA",2024,176282
"TUPE",1979,1474
"TUPE",1980,1712
"TUPE",1981,1698
"TUPE",1982,1338
"TUPE",1983,1518
"TUSK",2021,59764
"TUSK",2022,238370
"TUSK",2023,300672
"TUSK",2024,302154
"TUZI",1979,248134
"TUZI",1980,262744
"TUZI",1981,281320
"TUZI",1982,285902
"TUZI",1983,289028
"TUZI",1984,296854
"TUZI",1985,322058
"TUZI",1986,418126
"TUZI",1987,339516
"TUZI",1988,381144
"TUZI",1989,397284
"TUZI",1990,415304
"TUZI",1991,477134
"TUZI",1992,486332
"TUZI",1993,386466
"TUZI",1994,409986
"TUZI",1995,416042
"TUZI",1996,405582
"TUZI",1997,460458
"TUZI",1998,439634
"TUZI",1999,435420
"TUZI",2000,397940
"TUZI",2001,407738
"TUZI",2002,393188
"TUZI",2003,403858
"TUZI",2004,401300
"TUZI",2005,379516
"TUZI",2006,403844
"TUZI",2007,377886
"TUZI",2008,360444
"TUZI",2009,372472
"TUZI",2010,362056
"TUZI",2011,354464
"TUZI",2012,341454
"TUZI",2013,300710
"TUZI",2014,262756
"TUZI",2015,333330
"TUZI",2016,366714
"TUZI",2017,437552
"TUZI",2018,392360
"TUZI",2019,394152
"TUZI",2020,313432
"TUZI",2021,497624
"TUZI",2022,466556
"TUZI",2023,411744
"TUZI",2024,433132
"ULSG",1991,2624
"ULSG",1992,6836
"ULSG",1993,14924
"ULSG",1994,25086
"ULSG",1995,37702
"ULSG",1996,70628
"ULSG",1997,70204
"ULSG",1998,95676
"ULSG",1999,103180
"ULSG",2000,89476
"ULSG",2001,112112
"ULSG",2002,127660
"ULSG",2003,111244
"ULSG",2004,113990
"ULSG",2005,124348
"ULSG",2006,128794
"ULSG",2007,231996
"ULSG",2008,229800
"ULSG",2009,203518
"ULSG",2010,199840
"ULSG",2011,178324
"ULSG",2012,196866
"ULSG",2013,193018
"ULSG",2014,201436
"ULSG",2015,195236
"ULSG",2016,230356
"ULSG",2017,298806
"ULSG",2018,218014
"ULSG",2019,197244
"ULSG",2020,76182
"ULSG",2021,139116
"ULSG",2022,161770
"ULSG",2023,165326
"ULSG",2024,223656
"UPDE",1980,1060132
"UPDE",1981,1506188
"UPDE",1982,1251686
"UPDE",1983,2398000
"UPDE",1984,1768208
"UPDE",1985,1702610
"UPDE",1986,1896442
"UPDE",1987,1806732
"UPDE",1988,2586362
"UPDE",1989,2728638
"UPDE",1990,2577656
"UPDE",1991,2605676
"UPDE",1992,2389826
"UPDE",1993,2948194
"UPDE",1994,3152066
"UPDE",1995,6070386
"UPDE",1996,6016474
"UPDE",1997,3443238
"UPDE",1998,3103832
"UPDE",1999,3702534
"UPDE",2000,2879824
"UPDE",2001,3288632
"UPDE",2002,2974004
"UPDE",2003,2457734
"UPDE",2004,1955172
"UPDE",2005,2324998
"UPDE",2006,1865586
"UPDE",2007,2424318
"UPDE",2008,2778764
"UPDE",2009,2589642
"UPDE",2010,3124604
"UPDE",2011,2710364
"UPDE",2012,2545198
"UPDE",2013,2334011
"UPDE",2014,2332431
"UPDE",2015,2471606
"UPDE",2016,2751772
"UPDE",2017,2523131
"UPDE",2018,2290259
"UPDE",2019,2742487
"UPDE",2020,2857413
"UPDE",2021,3312958
"UPDE",2022,3336311
"UPDE",2023,3222906
"UPDE",2024,3312601
"VAFO",1979,27709928
"VAFO",1980,28462062
"VAFO",1981,29993222
"VAFO",1982,30631466
"VAFO",1983,31590608
"VAFO",1984,32193340
"VAFO",1985,32532988
"VAFO",1986,30943820
"VAFO",1987,34806512
"VAFO",1988,34379528
"VAFO",1989,36845246
"VAFO",1990,20946628
"VAFO",1991,21972016
"VAFO",1992,22295232
"VAFO",1993,22653412
"VAFO",1994,22364340
"VAFO",1995,23938240
"VAFO",1996,22299470
"VAFO",1997,24227520
"VAFO",1998,23979368
"VAFO",1999,21852310
"VAFO",2000,22347048
"VAFO",2001,20608066
"VAFO",2002,20896782
"VAFO",2003,20355830
"VAFO",2004,19167594
"VAFO",2005,20402508
"VAFO",2006,20789064
"VAFO",2007,20663640
"VAFO",2008,20610202
"VAFO",2009,21342318
"VAFO",2010,9733566
"VAFO",2011,7894276
"VAFO",2012,8789500
"VAFO",2013,11834334
"VAFO",2014,11975686
"VAFO",2015,12901790
"VAFO",2016,14572344
"VAFO",2017,12957552
"VAFO",2018,11288172
"VAFO",2019,13559664
"VAFO",2020,12076992
"VAFO",2021,9013258
"VAFO",2022,9871790
"VAFO",2023,11283158
"VAFO",2024,11198876
"VALL",2020,282536
"VALL",2021,305616
"VALL",2022,555420
"VALL",2023,637021
"VALL",2024,689156
"VAMA",1979,1833384
"VAMA",1980,2067848
"VAMA",1981,2384550
"VAMA",1982,2039028
"VAMA",1983,2149788
"VAMA",1984,1988584
"VAMA",1985,1777838
